"Subnational gas consumption, Great Britain, 2013",,,,,,,,,,,,,,,
E07000099,East,North Hertfordshire,,46.8,0.6,47.4,677,322,999,"14,485","524,942","21,092","12,825","146,713","12,940"
E07000240,East,St Albans,,54.4,0.7,55.1,919,276,"1,195","16,901","368,778","21,682","15,236","138,391","15,392"
E07000243,East,Stevenage,,33.2,0.4,33.6,412,289,701,"12,396","816,150","20,866","11,610","190,162","11,693"
E07000102,East,Three Rivers,,33.5,0.5,34.0,588,135,723,"17,537","263,967","21,250","15,127","111,790","15,278"
E07000103,East,Watford,,33.4,0.5,33.9,490,166,656,"14,680","359,062","19,390","13,135","164,110","13,276"
E07000241,East,Welwyn Hatfield,,42.4,0.6,43.0,621,285,907,"14,661","484,449","21,102","12,752","161,658","12,873"
E07000143,East,Breckland,,31.8,0.3,32.2,396,138,534,"12,453","427,465","16,609","11,388","151,620","11,460"
E07000144,East,Broadland,,41.9,0.3,42.2,571,118,688,"13,623","433,608","16,323","12,536","168,137","12,585"
E07000145,East,Great Yarmouth,[note 1],32.1,0.4,32.5,364,147,511,"11,325","408,305","15,722","9,954","152,941","10,049"
E07000146,East,King’s Lynn and West Norfolk,[note 1],35.6,0.4,36.0,453,"2,209","2,661","12,712","5,413,010","73,884","11,501","154,690","11,585"
E07000147,East,North Norfolk,,26.0,0.3,26.3,336,207,544,"12,935","677,052","20,658","11,458","152,200","11,550"
E07000148,East,Norwich,,58.1,0.8,58.8,648,503,"1,151","11,168","646,861","19,563","9,796","160,984","9,902"
E07000149,East,South Norfolk,,29.6,0.2,29.8,386,223,608,"13,040","1,003,128","20,417","11,840","147,245","11,900"
E07000200,East,Babergh,,24.1,0.2,24.4,324,143,467,"13,432","579,837","19,177","12,100","144,788","12,179"
E07000201,East,Forest Heath,,17.5,0.2,17.7,212,110,322,"12,123","492,750","18,183","10,606","141,277","10,692"
E07000202,East,Ipswich,,51.2,0.6,51.7,616,227,843,"12,029","409,536","16,293","10,926","168,361","11,011"
E07000203,East,Mid Suffolk,,18.6,0.2,18.7,226,240,465,"12,159","1,586,948","24,859","11,040","166,724","11,106"
E07000204,East,St Edmundsbury,,32.8,0.4,33.3,419,"1,487","1,906","12,759","3,411,251","57,280","11,405","157,671","11,501"
E07000205,East,Suffolk Coastal,,39.6,0.4,39.9,539,165,704,"13,624","446,100","17,631","12,301","141,491","12,381"
E07000206,East,Waveney,,46.0,0.4,46.3,559,199,758,"12,165","531,689","16,359","11,071","151,544","11,123"
E09000001,London,City of London ,,2.6,1.0,3.6,32,748,780,"12,179","761,259","216,322","6,669","300,172","11,628"
E09000002,London,Barking and Dagenham,[note 1],65.7,0.5,66.2,747,210,957,"11,366","435,935","14,451","10,607","167,011","10,662"
E09000003,London,Barnet,,126.6,2.2,128.8,"2,218",547,"2,765","17,520","252,251","21,469","14,826","112,548","15,062"
E09000004,London,Bexley,,88.8,0.6,89.4,"1,260",728,"1,989","14,195","1,145,335","22,239","13,359","164,344","13,418"
E09000005,London,Brent,,102.2,1.2,103.3,"1,564",562,"2,126","15,313","487,102","20,584","13,324","138,109","13,467"
E09000006,London,Bromley,,129.0,1.3,130.3,"2,075",413,"2,488","16,087","320,790","19,099","14,312","129,136","14,426"
E09000007,London,Camden,,79.5,2.8,82.3,983,"1,501","2,485","12,364","542,392","30,189","9,324","157,657","9,686"
E09000008,London,Croydon,,137.3,1.4,138.6,"2,062",447,"2,509","15,027","323,542","18,100","13,304","131,168","13,419"
E09000009,London,Ealing,,117.9,1.5,119.4,"1,710",743,"2,453","14,503","502,956","20,546","12,860","151,159","12,990"
E09000010,London,Enfield,[note 1],107.2,1.1,108.3,"1,582",545,"2,127","14,761","477,653","19,636","13,168","128,501","13,279"
E09000011,London,Greenwich,,92.5,0.9,93.3,"1,152",425,"1,576","12,460","488,007","16,893","11,004","161,991","11,087"
E09000012,London,Hackney,,91.2,1.0,92.2,998,341,"1,339","10,934","342,386","14,517","8,910","154,258","8,993"
E09000013,London,Hammersmith and Fulham,,74.9,1.0,75.9,909,580,"1,489","12,138","587,704","19,624","9,774","173,287","9,900"
E09000014,London,Haringey,,96.4,1.1,97.5,"1,300",332,"1,633","13,485","307,535","16,745","11,264","137,857","11,371"
E09000015,London,Harrow ,,82.0,1.0,83.0,"1,437",420,"1,857","17,512","439,147","22,368","16,110","137,274","16,241"
E09000016,London,Havering,,95.3,0.7,96.0,"1,366",227,"1,594","14,341","304,151","16,596","13,278","136,460","13,351"
E09000017,London,Hillingdon,,97.2,1.1,98.4,"1,457",959,"2,416","14,992","840,440","24,568","13,659","176,638","13,767"
E09000018,London,Hounslow,,83.2,1.1,84.3,"1,182",621,"1,803","14,203","571,323","21,386","12,573","190,283","12,703"
E09000019,London,Islington,[note 1],87.9,1.3,89.2,930,610,"1,540","10,583","478,664","17,276","8,492","167,256","8,612"
E09000020,London,Kensington and Chelsea,,70.8,2.5,73.3,910,915,"1,825","12,854","371,728","24,911","9,445","142,883","9,843"
E09000021,London,Kingston upon Thames,,59.3,0.8,60.1,911,256,"1,166","15,358","315,848","19,408","13,713","138,473","13,852"
E09000022,London,Lambeth,,119.9,1.3,121.2,"1,423",857,"2,280","11,871","639,533","18,809","9,824","163,073","9,918"
E09000023,London,Lewisham,,109.0,0.9,109.9,"1,346",270,"1,616","12,351","303,644","14,705","10,690","135,634","10,763"
E09000024,London,Merton,,76.0,1.0,76.9,"1,086",327,"1,413","14,303","339,061","18,373","12,536","130,882","12,654"
E09000025,London,Newham,,92.9,0.9,93.8,"1,103","1,041","2,144","11,864","1,140,467","22,844","10,510","161,379","10,594"
E09000026,London,Redbridge,,93.7,0.8,94.5,"1,461",245,"1,706","15,597","295,341","18,048","14,209","143,052","14,310"
E09000027,London,Richmond upon Thames,,77.7,1.1,78.8,"1,225",383,"1,608","15,764","349,159","20,401","13,348","124,753","13,521"
E09000028,London,Southwark,,102.4,1.5,103.8,"1,061",996,"2,057","10,364","674,715","19,808","8,481","178,341","8,608"
E09000029,London,Sutton,,71.3,0.7,72.1,"1,062",240,"1,302","14,881","326,121","18,064","13,198","129,180","13,295"
E09000030,London,Tower Hamlets,,77.3,1.2,78.5,726,731,"1,457","9,391","600,075","18,563","8,120","211,322","8,241"
E09000031,London,Waltham Forest,,92.4,0.8,93.2,"1,223",310,"1,533","13,226","407,822","16,448","11,901","148,585","11,984"
E09000032,London,Wandsworth,,119.5,1.4,120.9,"1,558",636,"2,195","13,036","453,936","18,147","10,828","145,260","10,940"
E09000033,London,Westminster,,89.4,5.0,94.4,"1,004","2,714","3,718","11,228","542,565","39,386","8,190","190,356","8,758"
E06000036,South East,Bracknell Forest,,41.9,0.5,42.4,599,243,841,"14,296","471,251","19,846","13,005","168,512","13,116"
E06000043,South East,Brighton and Hove,[note 1],109.2,1.3,110.4,"1,310",454,"1,764","11,997","359,168","15,973","10,279","155,494","10,376"
E06000046,South East,Isle of Wight,,56.6,0.7,57.2,642,384,"1,026","11,355","570,701","17,933","9,821","145,248","9,914"
E06000035,South East,Medway,[note 1],104.3,0.8,105.1,"1,283",353,"1,636","12,297","448,024","15,563","11,270","167,276","11,322"
E06000042,South East,Milton Keynes,,95.7,1.3,97.0,"1,238",669,"1,907","12,942","519,803","19,669","11,661","191,322","11,764"
E06000044,South East,Portsmouth,,78.7,0.8,79.5,845,419,"1,264","10,738","518,785","15,895","9,555","159,375","9,634"
E06000038,South East,Reading,,56.8,0.8,57.7,762,399,"1,161","13,416","482,415","20,143","11,867","172,460","12,002"
E06000039,South East,Slough,,44.4,0.6,45.0,585,406,991,"13,167","735,726","22,037","11,844","191,011","11,954"
E06000045,South East,Southampton,,81.1,0.9,82.0,899,479,"1,377","11,086","545,025","16,806","9,970","162,890","10,054"
E06000037,South East,West Berkshire,[note 1],45.0,0.6,45.6,652,521,"1,173","14,501","898,441","25,754","13,173","156,249","13,283"
E06000040,South East,Windsor and Maidenhead,,53.8,1.1,54.9,914,321,"1,235","16,990","296,246","22,508","14,718","123,083","14,954"
E06000041,South East,Wokingham,,57.7,0.6,58.3,938,228,"1,166","16,238","375,792","19,985","14,868","143,965","14,967"
E07000004,South East,Aylesbury Vale,,56.2,0.6,56.8,811,383,"1,194","14,425","621,443","21,017","12,978","144,891","13,067"
E07000005,South East,Chiltern,,34.4,0.6,35.0,676,148,824,"19,661","239,068","23,549","17,434","105,994","17,652"
E07000006,South East,South Bucks,,25.5,0.7,26.1,512,153,665,"20,104","235,229","25,464","16,910","107,484","17,225"
E07000007,South East,Wycombe,,59.6,0.8,60.3,976,225,"1,200","16,378","296,697","19,896","14,888","141,162","15,025"
E07000061,South East,Eastbourne,,40.6,0.5,41.2,475,201,676,"11,684","366,524","16,416","10,225","164,729","10,319"
E07000062,South East,Hastings,,36.8,0.3,37.2,438,102,539,"11,886","295,988","14,507","10,541","149,732","10,619"
E07000063,South East,Lewes,,36.1,0.3,36.5,473,112,584,"13,076","328,870","16,019","11,603","148,078","11,681"
E07000064,South East,Rother,,32.5,0.3,32.8,462,248,710,"14,245","752,327","21,650","12,570","137,563","12,665"
E07000065,South East,Wealden,,48.3,0.5,48.8,714,124,838,"14,789","238,644","17,171","12,859","121,520","12,947"
E07000084,South East,Basingstoke and Deane,,59.7,0.6,60.3,786,447,"1,233","13,164","696,753","20,440","11,972","165,232","12,050"
E07000085,South East,East Hampshire,,40.3,0.4,40.8,615,183,799,"15,268","412,334","19,594","13,552","125,044","13,666"
E07000086,South East,Eastleigh,,49.1,0.4,49.5,624,173,798,"12,725","420,581","16,121","11,594","169,576","11,648"
E07000087,South East,Fareham,,45.2,0.4,45.6,579,159,737,"12,802","421,991","16,178","11,713","151,748","11,773"
E07000088,South East,Gosport,,31.3,0.2,31.6,343,119,462,"10,942","557,099","14,646","10,083","184,376","10,130"
E07000089,South East,Hart,,33.2,0.4,33.6,561,145,706,"16,892","368,927","21,012","15,359","129,699","15,481"
E07000090,South East,Havant,,49.2,0.4,49.6,605,108,713,"12,279","302,023","14,365","11,157","152,204","11,220"
E07000091,South East,New Forest,[note 1],69.0,0.7,69.7,922,265,"1,188","13,358","374,448","17,030","11,937","136,255","12,020"
E07000092,South East,Rushmoor,,34.6,0.5,35.1,468,188,656,"13,539","366,633","18,690","12,438","190,984","12,534"
E07000093,South East,Test Valley,,35.5,0.4,35.9,467,240,706,"13,145","541,029","19,652","11,842","162,646","11,933"
E07000094,South East,Winchester,,38.1,0.6,38.7,554,225,779,"14,557","375,793","20,164","12,690","140,381","12,844"
E07000105,South East,Ashford,,39.4,0.4,39.8,503,193,696,"12,778","469,895","17,503","11,368","160,281","11,444"
E07000106,South East,Canterbury,,57.5,0.7,58.2,775,345,"1,119","13,479","500,407","19,248","12,048","146,995","12,141"
E07000107,South East,Dartford,,37.7,0.4,38.1,497,150,648,"13,190","396,165","17,001","12,075","167,575","12,155"
E07000108,South East,Dover,,44.3,0.4,44.7,542,261,803,"12,234","693,662","17,967","10,731","133,991","10,794"
E07000109,South East,Gravesham,,38.5,0.3,38.8,501,385,886,"12,999","1,503,385","22,832","11,734","144,137","11,785"
E07000110,South East,Maidstone,,57.2,0.6,57.8,775,229,"1,004","13,539","395,142","17,367","12,133","144,785","12,221"
E07000111,South East,Sevenoaks,,39.6,0.6,40.2,661,137,798,"16,701","225,035","19,846","14,423","122,908","14,581"
E07000112,South East,Shepway,,40.9,0.4,41.3,506,128,634,"12,374","303,942","15,354","11,024","145,768","11,114"
E07000113,South East,Swale,[note 1],52.9,0.4,53.4,652,581,"1,233","12,323","1,365,907","23,102","11,164","134,168","11,215"
E07000114,South East,Thanet,,59.2,0.6,59.7,712,342,"1,054","12,031","615,736","17,650","10,666","135,321","10,746"
E07000115,South East,Tonbridge and Malling,[note 1],45.1,0.5,45.6,645,230,875,"14,308","420,180","19,172","12,728","139,702","12,837"
E07000116,South East,Tunbridge Wells,,36.8,0.6,37.4,579,161,740,"15,724","285,081","19,792","13,416","124,401","13,572"
E07000177,South East,Cherwell,,44.2,0.6,44.9,594,667,"1,261","13,416","1,090,563","28,113","12,089","176,356","12,184"
E07000178,South East,Oxford,,49.7,1.3,51.0,704,761,"1,465","14,166","564,251","28,707","12,251","168,866","12,490"
E07000179,South East,South Oxfordshire,,44.1,0.6,44.8,685,224,909,"15,509","361,499","20,301","13,543","129,680","13,661"
E07000180,South East,Vale of White Horse,[note 1],42.1,0.6,42.6,619,266,885,"14,704","464,846","20,742","13,120","139,442","13,238"
E07000181,South East,West Oxfordshire,,33.2,0.4,33.6,491,194,685,"14,805","505,541","20,418","13,185","140,313","13,283"
E07000207,South East,Elmbridge,,51.1,1.5,52.6,977,301,"1,278","19,114","206,105","24,307","16,107","110,434","16,530"
E07000208,South East,Epsom and Ewell,,28.4,0.3,28.7,491,104,595,"17,289","319,390","20,708","15,836","143,334","15,959"
E07000209,South East,Guildford,,50.1,1.0,51.0,822,351,"1,173","16,425","364,728","22,999","14,287","132,931","14,485"
E07000210,South East,Mole Valley,,32.5,0.6,33.1,583,210,793,"17,963","331,851","23,958","15,809","122,493","16,064"
E07000211,South East,Reigate and Banstead,,53.5,0.9,54.4,902,238,"1,139","16,843","276,924","20,945","14,527","118,824","14,698"
E07000212,South East,Runnymede,,29.2,0.6,29.9,470,281,751,"16,071","445,561","25,130","14,331","134,472","14,510"
E07000213,South East,Spelthorne,,36.9,0.4,37.2,544,135,679,"14,746","366,211","18,228","13,568","156,052","13,643"
E07000214,South East,Surrey Heath,,33.0,0.5,33.5,582,208,790,"17,646","398,629","23,596","15,956","134,441","16,121"
E07000215,South East,Tandridge,,30.7,0.6,31.3,554,119,673,"18,039","212,209","21,529","15,805","109,161","16,006"
E07000216,South East,Waverley,,45.1,0.9,45.9,804,201,"1,005","17,838","233,667","21,880","15,373","114,860","15,616"
E07000217,South East,Woking,,34.9,0.6,35.5,565,164,729,"16,185","290,794","20,553","14,216","136,560","14,404"
E07000223,South East,Adur,,25.1,0.2,25.3,297,68,366,"11,838","318,256","14,440","10,794","152,562","10,869"
E07000224,South East,Arun,,62.2,0.6,62.8,823,308,"1,131","13,232","553,477","18,027","11,711","140,288","11,782"
E07000225,South East,Chichester,,37.3,0.5,37.8,513,388,901,"13,762","734,573","23,833","11,923","136,531","12,045"
E07000226,South East,Crawley,,40.7,0.5,41.2,502,293,795,"12,325","604,988","19,286","11,289","202,508","11,364"
E07000227,South East,Horsham,,43.4,0.4,43.8,627,296,923,"14,445","690,345","21,063","12,817","132,014","12,895"
E07000228,South East,Mid Sussex,,50.2,0.6,50.8,742,251,993,"14,768","406,709","19,534","13,165","138,789","13,287"
E07000229,South East,Worthing,,41.9,0.4,42.3,530,223,753,"12,641","531,362","17,789","11,294","143,829","11,386"
E06000022,South West,Bath and North East Somerset,,65.0,0.8,65.9,894,316,"1,210","13,754","376,611","18,376","12,012","135,485","12,117"
E06000028,South West,Bournemouth,,73.1,0.9,74.0,886,300,"1,186","12,133","328,705","16,036","10,582","152,179","10,676"
E06000023,South West,"Bristol, City of ",[note 1],167.9,2.0,169.8,"2,003",735,"2,738","11,934","373,871","16,124","10,591","163,270","10,664"
E06000052,South West,Cornwall,,129.9,1.4,131.3,"1,410",992,"2,403","10,856","718,580","18,300","9,309","155,775","9,393"
E06000053,South West,Isles of Scilly,,0.0,0.0,0.0,0,0,0,,,,,,
E06000024,South West,North Somerset,,80.2,0.7,80.9,"1,009",564,"1,573","12,581","825,157","19,441","11,203","143,695","11,272"
E06000026,South West,Plymouth,,106.0,0.8,106.9,"1,060",453,"1,513","9,993","538,257","14,155","8,726","166,876","8,778"
E06000029,South West,Poole,,62.4,0.7,63.1,800,332,"1,133","12,821","485,958","17,949","11,420","147,110","11,515"
E06000025,South West,South Gloucestershire,[note 1],94.8,0.8,95.6,"1,170",621,"1,791","12,345","742,366","18,737","11,362","162,115","11,423"
E06000030,South West,Swindon,,82.5,0.9,83.4,"1,026",536,"1,562","12,438","603,795","18,729","11,455","176,470","11,536"
E06000027,South West,Torbay,,54.9,0.7,55.6,643,195,838,"11,720","280,314","15,074","10,133","144,957","10,231"
E06000054,South West,Wiltshire,[note 1],137.2,1.9,139.1,"1,804","1,248","3,052","13,148","659,733","21,943","11,865","159,450","11,978"
E07000040,South West,East Devon,,46.5,0.4,46.9,577,139,715,"12,398","337,061","15,241","10,811","144,362","10,880"
E07000041,South West,Exeter,[note 1],45.8,0.6,46.5,494,340,833,"10,765","542,149","17,934","9,304","162,989","9,395"
E07000042,South West,Mid Devon,,19.5,0.2,19.7,220,231,451,"11,278","1,109,800","22,883","9,789","147,774","9,881"
E07000043,South West,North Devon,,30.0,0.3,30.3,353,153,506,"11,771","448,627","16,697","10,285","149,007","10,380"
E07000044,South West,South Hams,,24.5,0.2,24.7,293,184,477,"11,983","762,781","19,304","10,298","150,053","10,377"
E07000045,South West,Teignbridge,[note 1],43.8,0.4,44.2,511,318,829,"11,654","823,423","18,743","10,268","146,296","10,339"
E07000046,South West,Torridge,,15.4,0.1,15.6,168,32,200,"10,856","294,525","12,844","9,396","145,472","9,436"
E07000047,South West,West Devon,,13.0,0.1,13.2,164,101,265,"12,564","782,670","20,103","10,661","124,458","10,746"
E07000048,South West,Christchurch,,20.8,0.2,21.0,262,45,306,"12,571","276,060","14,606","11,451","158,742","11,511"
E07000049,South West,East Dorset,,33.2,0.3,33.5,500,63,563,"15,061","239,233","16,822","13,730","133,417","13,805"
E07000050,South West,North Dorset,,19.8,0.3,20.1,254,128,382,"12,811","464,424","19,023","11,325","194,559","11,419"
E07000051,South West,Purbeck,,17.8,0.2,18.0,219,83,302,"12,276","395,648","16,716","10,835","182,029","10,928"
E07000052,South West,West Dorset,,30.8,0.4,31.2,364,131,495,"11,808","329,376","15,870","10,156","152,106","10,251"
E07000053,South West,Weymouth and Portland,[note 1],27.5,0.3,27.8,301,79,380,"10,955","306,229","13,689","9,644","138,600","9,706"
E07000078,South West,Cheltenham,,48.5,0.7,49.2,609,268,878,"12,569","382,061","17,843","10,994","144,192","11,115"
E07000079,South West,Cotswold,,23.6,0.4,24.0,352,139,491,"14,893","357,947","20,445","12,864","132,724","13,012"
E07000080,South West,Forest of Dean,,21.1,0.2,21.3,270,217,487,"12,802","1,104,796","22,859","11,540","132,624","11,614"
E07000081,South West,Gloucester,,49.6,0.5,50.1,582,279,862,"11,740","546,953","17,196","10,719","158,455","10,791"
E07000082,South West,Stroud,,40.8,0.5,41.3,565,279,845,"13,849","557,726","20,445","12,024","139,935","12,128"
E07000083,South West,Tewkesbury,,31.2,0.4,31.5,393,217,610,"12,625","610,872","19,366","11,163","151,035","11,237"
E07000187,South West,Mendip,,36.0,0.4,36.4,450,217,667,"12,491","546,306","18,326","10,938","140,969","11,024"
E07000188,South West,Sedgemoor,,35.6,0.3,36.0,403,189,592,"11,321","573,140","16,461","9,988","141,686","10,058"
E07000189,South West,South Somerset,,46.3,0.5,46.8,543,392,935,"11,714","815,264","19,972","10,338","155,014","10,410"
E07000190,South West,Taunton Deane,,38.6,0.4,39.1,450,157,606,"11,642","368,595","15,527","10,293","160,569","10,375"
E07000191,South West,West Somerset,,8.3,0.1,8.4,96,87,183,"11,515","987,455","21,714","9,911","135,017","9,987"
W06000001,Wales,Isle of Anglesey,,15.8,0.2,15.9,186,197,383,"11,801","1,214,686","24,023","10,428","177,992","10,537"
W06000002,Wales,Gwynedd,,29.6,0.4,30.1,347,187,534,"11,714","421,307","17,779","10,162","155,142","10,299"
W06000003,Wales,Conwy,,45.0,0.6,45.6,570,155,724,"12,646","271,706","15,878","11,181","144,431","11,285"
W06000004,Wales,Denbighshire,,32.9,0.4,33.2,414,172,586,"12,589","451,112","17,629","11,344","151,434","11,427"
W06000005,Wales,Flintshire,[note 1],52.3,0.5,52.8,672,923,"1,595","12,856","1,942,587","30,230","11,958","176,177","12,026"
W06000006,Wales,Wrexham,,49.6,0.5,50.1,626,"1,109","1,734","12,620","2,348,810","34,646","11,691","182,923","11,760"
W06000023,Wales,Powys,,27.3,0.4,27.7,344,166,510,"12,597","376,145","18,375","10,907","155,131","11,054"
W06000008,Wales,Ceredigion,,8.5,0.2,8.7,105,70,176,"12,372","424,195","20,259","10,209","135,949","10,404"
W06000009,Wales,Pembrokeshire,,33.4,0.3,33.8,398,106,504,"11,918","311,396","14,935","10,618","152,465","10,693"
W06000010,Wales,Carmarthenshire,[note 1],50.1,0.5,50.6,657,332,989,"13,119","647,992","19,545","11,940","151,796","12,025"
W06000011,Wales,Swansea,,99.3,0.9,100.1,"1,303",624,"1,927","13,128","714,574","19,244","12,001","173,383","12,075"
W06000012,Wales,Neath Port Talbot,[note 1],59.5,0.5,60.0,775,380,"1,155","13,039","768,666","19,264","12,171","143,603","12,241"
W06000013,Wales,Bridgend,,59.3,0.5,59.8,788,520,"1,307","13,283","1,056,219","21,866","12,308","150,185","12,368"
W06000014,Wales,Vale of Glamorgan,[note 1],49.3,0.4,49.7,663,265,928,"13,432","755,684","18,677","11,957","135,963","12,026"
W06000015,Wales,Cardiff,,135.6,1.5,137.1,"1,732","1,213","2,944","12,769","814,941","21,474","11,397","167,768","11,496"
W06000016,Wales,Rhondda Cynon Taf,,103.3,0.8,104.2,"1,402",494,"1,896","13,567","596,922","18,198","12,878","151,993","12,944"
W06000024,Wales,Merthyr Tydfil,,25.9,0.2,26.1,371,128,500,"14,328","557,981","19,110","13,589","155,007","13,656"
W06000018,Wales,Caerphilly,,75.2,0.6,75.8,"1,035",325,"1,360","13,759","568,988","17,950","12,987","150,440","13,045"
W06000019,Wales,Blaenau Gwent,,31.2,0.3,31.5,447,158,605,"14,299","540,855","19,192","13,574","180,899","13,667"
W06000020,Wales,Torfaen,,39.0,0.3,39.3,492,384,876,"12,635","1,138,522","22,289","11,606","191,490","11,672"
W06000021,Wales,Monmouthshire,,29.5,0.3,29.8,399,290,690,"13,558","948,325","23,168","12,251","146,755","12,333"
W06000022,Wales,Newport,[note 1],59.6,0.5,60.2,752,779,"1,530","12,603","1,436,872","25,433","11,377","169,684","11,447"
S12000033,Scotland,Aberdeen City,[note 1],93.9,1.6,95.5,"1,349",989,"2,338","14,371","602,980","24,478","12,002","172,201","12,177"
S12000034,Scotland,Aberdeenshire,[note 1],61.1,0.8,61.9,"1,029",367,"1,396","16,832","483,752","22,549","15,404","164,736","15,539"
S12000041,Scotland,Angus,,37.3,0.4,37.7,559,375,934,"15,004","861,124","24,791","13,485","182,427","13,607"
S12000035,Scotland,Argyll and Bute,,20.4,0.3,20.8,325,146,471,"15,920","438,373","22,672","13,550","131,422","13,755"
S12000036,Scotland,City of Edinburgh,,208.5,3.1,211.6,"2,758","1,931","4,689","13,228","630,306","22,162","10,989","155,351","11,142"
S12000005,Scotland,Clackmannanshire,[note 1],22.1,0.2,22.3,309,811,"1,120","13,997","3,842,834","50,262","12,756","155,864","12,843"
S12000006,Scotland,Dumfries and Galloway,,42.8,0.5,43.3,611,568,"1,179","14,269","1,173,862","27,232","12,873","159,126","12,974"
S12000042,Scotland,Dundee City,,57.0,0.8,57.8,756,627,"1,383","13,252","760,782","23,901","11,549","180,937","11,671"
S12000008,Scotland,East Ayrshire,,52.6,0.5,53.0,758,346,"1,104","14,417","738,113","20,815","13,195","170,588","13,271"
S12000045,Scotland,East Dunbartonshire,,41.8,0.4,42.2,766,146,912,"18,337","350,687","21,624","16,505","128,222","16,610"
S12000010,Scotland,East Lothian,,37.6,0.4,37.9,534,228,762,"14,224","596,450","20,086","12,812","171,977","12,900"
S12000011,Scotland,East Renfrewshire,,34.2,0.4,34.6,651,102,754,"19,046","262,396","21,790","17,025","121,650","17,170"
S12000014,Scotland,Falkirk,[note 1],62.8,0.6,63.4,912,760,"1,672","14,508","1,359,834","26,368","13,410","188,516","13,486"
S12000015,Scotland,Fife,[note 1],157.0,1.5,158.6,"2,301","1,725","4,025","14,653","1,114,791","25,386","13,423","168,000","13,510"
S12000046,Scotland,Glasgow City,,246.3,3.6,249.9,"2,907","2,378","5,284","11,799","662,143","21,143","10,166","182,315","10,294"
S12000017,Scotland,Highland,[note 1],38.8,0.5,39.3,574,552,"1,126","14,806","1,028,692","28,662","13,267","164,957","13,383"
S12000018,Scotland,Inverclyde,,32.8,0.4,33.2,480,204,684,"14,640","466,835","20,571","13,119","147,413","13,246"
S12000019,Scotland,Midlothian,,33.5,0.3,33.9,483,162,645,"14,406","485,603","19,053","13,231","195,427","13,312"
S12000020,Scotland,Moray,,29.0,0.4,29.4,432,"1,456","1,889","14,897","3,763,160","64,223","13,222","203,161","13,335"
S12000013,Scotland,Na h-Eileanan Siar,,0.0,0.0,0.0,0,0,0,,,,,,
S12000021,Scotland,North Ayrshire,,57.6,0.5,58.2,779,"1,295","2,074","13,519","2,490,076","35,661","12,239","171,198","12,316"
S12000044,Scotland,North Lanarkshire,,137.1,1.4,138.5,"1,981","1,084","3,064","14,444","769,646","22,120","13,336","168,314","13,422"
S12000023,Scotland,Orkney Islands,,0.0,0.0,0.0,0,0,0,,,,,,
S12000024,Scotland,Perth and Kinross,,43.4,0.7,44.1,687,359,"1,046","15,822","508,418","23,703","13,960","168,031","14,135"
S12000038,Scotland,Renfrewshire,,76.0,0.9,77.0,"1,043",597,"1,640","13,724","632,540","21,314","12,361","192,169","12,478"
S12000026,Scotland,Scottish Borders,,35.8,0.5,36.2,512,288,800,"14,306","621,678","22,068","12,751","156,871","12,872"
S12000027,Scotland,Shetland Islands,,0.0,0.0,0.0,0,0,0,,,,,,
S12000028,Scotland,South Ayrshire,,45.4,0.5,45.9,685,640,"1,326","15,093","1,198,941","28,854","13,374","166,580","13,499"
S12000029,Scotland,South Lanarkshire,,118.2,1.3,119.5,"1,853",707,"2,560","15,682","546,835","21,432","14,199","168,707","14,294"
S12000030,Scotland,Stirling,,30.7,0.5,31.2,494,737,"1,231","16,108","1,491,456","39,491","14,081","144,420","14,255"
S12000039,Scotland,West Dunbartonshire,,40.2,0.4,40.6,499,294,793,"12,409","789,814","19,534","11,361","166,439","11,433"
S12000040,Scotland,West Lothian,,71.0,0.7,71.7,"1,046",701,"1,747","14,741","1,004,913","24,386","13,694","198,284","13,771"
